日期,二林,豐原,沙鹿,忠明,彰化,埔里,西屯,大里,南投,竹山,線西,龍潭,觀音,板橋,大同,三重,富貴角,大園,基隆,林口,平鎮,淡水,土城,萬里,中壢,菜寮,士林,古亭,陽明,萬華,桃園,松山,新莊,汐止,永和,新店,中山,三義,湖口,頭份,新竹,竹東,苗栗,冬山,宜蘭,關山,臺東,花蓮,恆春,左營,林園,潮州,屏東,大寮,小港,鳳山,橋頭,楠梓,美濃,前鎮,仁武,復興,前金,安南,臺西,新港,新營,麥寮,朴子,嘉義,臺南,崙背,斗六,善化
2022-03-12,39.43,26.24,31.66,26.49,34.53,23.24,33.18,32.78,28.0,31.48,32.35,22.52,25.79,17.47,20.2,19.79,16.19,26.41,16.58,16.65,24.27,19.98,17.54,12.68,26.68,19.15,14.55,16.02,11.5,16.45,21.98,14.73,18.77,13.92,18.52,14.31,16.28,21.48,26.17,26.7,26.81,21.76,26.54,10.94,9.31,7.7,7.66,10.19,7.15,28.31,26.23,25.16,27.67,30.69,26.98,29.17,30.8,27.3,20.26,25.53,29.88,25.37,24.44,31.18,25.37,39.4,34.34,31.37,38.01,34.8,35.3,34.06,35.81,31.0
2022-03-19,25.25,21.07,19.45,18.37,23.54,18.41,24.09,25.28,28.04,34.68,20.66,16.82,15.59,12.84,15.78,14.28,9.28,13.04,10.8,9.75,15.77,11.44,14.07,9.35,18.89,13.79,10.32,12.95,6.54,12.64,15.84,11.52,13.15,9.97,14.45,11.73,11.93,16.29,16.45,19.68,19.6,19.05,19.7,6.75,5.74,5.21,4.49,8.14,5.66,24.58,21.96,24.51,25.92,29.02,26.28,30.21,28.49,25.84,20.98,24.32,28.41,24.19,24.02,27.56,16.27,29.08,29.47,18.22,28.36,34.68,33.39,21.57,33.99,28.92
2022-03-26,20.06,11.29,14.88,12.7,19.03,13.22,15.74,17.2,19.09,23.47,18.56,10.37,15.36,12.26,15.14,12.96,11.66,11.97,12.15,9.26,11.3,11.8,12.44,11.08,14.33,13.5,10.86,11.99,5.32,11.73,12.1,11.96,11.86,10.75,13.58,11.58,11.37,8.47,13.93,13.6,15.14,11.9,14.49,7.63,5.76,6.0,6.18,7.48,5.38,26.61,26.24,27.04,29.13,29.9,29.45,32.07,30.13,26.95,22.41,28.07,31.36,27.66,25.78,23.64,13.33,24.1,24.12,15.04,24.73,27.97,26.56,18.9,25.16,25.74
2022-04-02,16.88,12.65,14.67,13.45,18.59,13.77,15.7,16.56,18.84,22.05,16.59,9.57,16.04,10.92,15.05,14.16,10.82,11.68,12.48,10.51,10.48,11.08,11.15,11.18,12.65,13.41,10.05,11.9,8.93,11.61,11.5,11.53,12.58,10.68,13.61,11.86,11.27,11.31,13.45,11.59,13.14,9.43,12.11,8.91,7.53,7.21,8.7,9.35,8.16,24.13,21.49,19.14,20.46,23.51,23.76,27.04,23.88,20.37,16.99,24.23,24.39,23.83,23.02,20.61,13.13,22.33,21.13,13.14,19.82,24.19,23.04,17.53,23.63,21.36
2022-04-09,24.09,16.37,20.47,16.84,23.74,19.32,20.61,20.67,20.67,25.68,22.87,14.3,16.96,14.0,17.7,18.34,12.17,16.26,13.2,13.9,15.79,13.94,15.64,11.28,19.18,17.19,13.24,13.1,10.59,14.39,17.01,13.01,16.25,12.72,16.02,12.77,14.02,15.11,18.26,16.63,18.09,14.63,17.33,8.82,6.63,5.85,8.01,7.98,7.23,19.98,18.3,21.02,21.85,24.15,20.58,24.96,23.03,19.67,20.46,19.92,21.47,19.35,18.56,20.95,19.03,27.55,22.51,18.99,23.39,24.36,22.04,23.87,26.72,21.06
2022-04-16,22.07,16.69,19.33,16.65,21.43,20.08,19.29,20.02,24.51,29.66,22.69,16.56,23.08,19.81,23.3,22.16,16.34,21.15,18.92,18.77,20.06,18.9,19.41,18.02,23.79,21.93,17.95,19.08,14.75,20.1,21.39,19.54,21.12,18.89,22.97,20.14,19.83,15.03,21.45,18.35,21.13,17.41,19.85,16.63,14.24,10.57,10.76,14.01,7.9,27.92,25.12,25.54,26.35,30.02,27.57,31.87,29.84,26.92,23.37,28.47,29.14,28.09,27.82,25.09,17.61,28.43,28.04,19.36,27.18,30.57,28.29,23.62,30.32,27.94
2022-04-23,15.09,12.66,11.85,10.94,14.02,11.25,15.02,14.03,13.76,12.52,15.61,13.79,13.29,18.86,19.8,19.13,10.93,17.56,17.59,16.8,17.93,13.85,18.92,15.17,19.18,20.18,16.11,18.29,13.48,18.64,18.93,19.02,20.64,19.05,20.08,18.91,18.57,12.83,16.62,13.49,15.17,14.91,13.58,12.49,10.52,5.53,6.35,6.87,4.21,9.48,5.45,8.13,8.16,10.17,10.51,13.31,11.26,9.52,11.1,7.72,11.34,8.34,7.4,10.6,10.06,14.89,13.45,9.28,17.6,14.17,11.25,12.23,16.35,11.45
2022-04-30,14.97,10.1,10.79,9.08,12.32,11.29,12.9,11.91,15.11,18.49,13.86,4.26,7.14,6.76,11.0,8.1,6.46,13.15,7.67,4.84,6.15,5.88,5.74,7.44,8.87,8.32,6.21,7.48,3.5,7.74,7.59,7.0,7.72,6.7,9.38,7.97,6.93,10.1,7.58,7.11,6.63,6.41,9.01,6.36,3.84,4.29,4.03,5.15,3.84,21.43,21.7,19.92,17.74,24.95,22.44,21.72,23.41,20.27,16.52,21.43,23.42,21.24,20.16,16.87,9.98,16.77,15.56,10.04,16.28,18.82,18.55,12.9,20.3,18.44
2022-05-07,15.81,10.62,12.4,10.9,13.9,8.97,14.15,12.99,13.02,14.07,14.87,6.99,7.51,8.24,10.99,9.22,3.52,14.72,7.06,7.12,8.12,5.6,8.21,6.13,10.82,9.91,7.55,8.68,5.25,8.78,10.15,6.98,9.85,7.1,9.75,8.86,6.34,9.98,10.52,9.65,8.02,9.53,10.84,7.03,4.96,6.52,6.54,6.45,4.83,16.92,13.65,14.01,12.81,17.75,18.07,14.25,18.96,16.14,13.32,14.95,19.34,16.43,15.91,15.95,9.94,18.51,15.25,9.18,14.52,16.92,16.57,14.25,18.79,16.11
2022-05-14,12.4,7.83,9.68,7.65,11.78,4.96,10.29,10.66,12.64,11.48,11.18,3.74,7.16,6.59,8.9,7.23,4.6,8.19,4.94,4.32,4.88,4.68,5.56,6.91,7.8,7.48,4.67,6.36,2.9,5.8,5.86,6.23,6.81,4.75,7.14,6.34,4.4,7.16,8.3,6.94,5.71,4.91,8.47,4.82,2.93,4.03,4.08,4.51,3.09,16.45,10.78,11.36,8.67,13.94,15.48,11.61,18.02,14.28,8.1,14.19,17.91,13.86,14.9,13.57,8.73,14.44,11.48,8.13,11.27,14.82,14.73,9.34,15.84,16.06
2022-05-21,15.21,11.39,10.77,10.16,13.3,9.62,13.65,14.23,13.89,13.61,13.14,5.7,5.41,6.35,10.07,8.59,1.55,5.98,4.27,3.9,6.52,4.23,6.66,3.61,9.0,7.79,5.4,6.39,2.74,6.33,7.27,5.46,7.22,4.7,6.28,6.88,4.35,8.8,9.22,8.36,6.05,7.94,9.26,6.33,4.36,4.56,4.18,6.04,4.47,14.82,8.36,7.9,8.57,12.86,13.56,10.11,15.96,13.17,9.42,13.11,16.06,13.14,12.35,13.74,9.64,15.4,12.19,8.23,12.68,14.98,14.49,12.25,16.37,14.02
2022-05-28,7.8,5.71,4.69,3.6,5.61,3.81,7.31,6.54,6.3,4.92,9.12,5.45,5.49,9.77,12.1,11.33,3.36,7.04,8.14,6.23,5.86,7.07,10.79,7.79,8.46,10.61,8.19,9.2,6.4,9.63,9.01,9.02,9.54,9.58,9.26,8.46,7.81,5.5,7.4,5.6,4.84,7.54,5.5,6.96,4.27,5.34,5.36,6.04,3.75,5.99,3.98,6.19,4.47,8.51,6.18,3.03,7.1,5.21,5.51,5.39,6.56,4.71,4.69,4.78,3.14,6.24,4.5,2.78,5.88,4.85,5.85,3.21,6.07,6.51
2022-06-04,7.33,5.85,3.02,5.33,5.31,2.17,7.47,6.86,5.01,2.9,8.88,5.63,8.06,8.22,11.87,10.36,4.68,8.37,6.67,5.97,6.41,7.54,9.47,7.13,9.29,10.14,7.95,8.27,4.49,8.49,9.68,7.62,9.63,6.54,8.13,7.0,6.63,3.34,8.03,4.12,5.04,6.22,4.09,6.94,5.53,4.68,5.08,6.67,3.92,7.21,4.01,5.23,3.2,8.86,6.84,3.62,6.48,5.15,3.89,6.78,5.17,5.63,5.94,5.74,3.41,7.69,4.15,2.72,5.74,3.83,5.9,3.03,6.13,5.47
2022-06-11,7.53,6.14,3.23,6.17,6.04,2.86,6.46,5.88,5.72,3.95,8.73,3.58,5.97,8.68,11.88,10.96,2.65,7.54,6.54,5.03,4.68,6.71,8.24,6.44,8.16,10.09,7.75,6.87,5.08,8.49,9.44,8.36,9.67,7.73,8.34,7.37,7.51,4.24,6.25,2.83,4.29,5.36,4.02,8.83,5.63,7.11,7.55,7.07,3.7,5.27,4.69,5.57,3.92,9.08,5.62,3.21,6.37,5.05,5.07,5.12,6.09,3.88,4.99,4.59,2.46,5.85,2.73,2.29,4.93,3.43,4.81,2.57,5.57,5.36
2022-06-18,13.34,9.64,5.91,8.57,9.25,4.85,8.4,7.63,7.34,6.35,11.84,6.68,11.04,10.54,14.8,12.62,7.17,10.56,11.35,9.46,8.06,10.13,8.21,10.75,10.94,12.9,11.01,10.53,9.22,10.36,11.32,12.37,12.36,12.79,11.42,10.37,10.4,7.07,9.28,6.02,8.54,8.08,8.61,11.28,8.82,6.33,7.12,7.18,6.93,10.26,8.24,9.4,8.81,13.66,9.94,7.03,10.35,9.4,9.1,9.67,9.82,7.2,7.98,9.03,8.2,10.99,7.33,7.63,7.86,6.42,9.06,8.69,8.77,10.02
2022-06-25,10.48,8.59,6.47,9.09,8.01,5.12,9.06,8.25,8.15,4.95,10.23,6.31,8.16,5.23,11.35,7.59,3.11,7.94,4.25,5.12,6.0,5.05,4.62,4.36,8.75,8.31,5.93,5.48,4.17,4.93,7.76,6.45,7.79,4.75,7.26,5.8,4.79,6.58,7.13,4.58,7.34,6.27,7.26,3.42,2.63,2.21,3.12,3.11,2.19,9.18,6.42,9.53,6.39,12.74,9.44,6.96,7.87,7.88,6.75,7.76,8.85,5.9,6.0,8.51,5.81,9.37,5.4,4.87,4.63,5.33,7.43,7.04,7.02,6.34
2022-07-02,7.5,6.58,4.81,8.05,4.6,3.09,7.14,5.34,6.9,3.06,9.38,4.96,8.39,8.04,13.48,11.52,4.51,8.87,7.82,8.37,6.0,7.57,6.61,6.84,9.07,11.56,9.8,8.15,7.01,7.36,9.41,8.68,10.47,8.59,9.41,7.61,7.25,6.19,6.93,3.71,6.27,5.26,5.91,6.06,4.34,2.77,4.35,4.74,2.8,7.51,4.57,4.98,3.97,9.44,8.25,8.05,5.57,6.13,4.72,5.88,6.26,4.13,5.49,7.31,4.8,7.7,5.25,4.23,2.88,4.41,5.21,5.27,6.02,6.6
2022-07-09,9.39,9.72,4.54,8.25,4.05,7.63,5.76,6.39,10.28,7.4,7.66,6.54,5.89,7.93,12.21,10.7,4.0,6.7,8.74,7.43,6.05,5.43,7.44,7.9,9.07,10.69,8.58,9.73,8.67,8.05,9.8,8.63,9.53,9.72,10.93,9.54,8.41,6.94,6.53,4.73,5.49,6.41,7.03,6.22,5.09,2.42,2.74,3.97,0.69,6.28,3.44,4.67,6.08,8.25,6.18,6.07,4.97,4.01,4.81,2.37,5.17,3.39,2.44,5.53,2.8,8.03,5.93,2.28,2.38,5.71,4.85,4.53,8.27,6.07
2022-07-16,7.25,7.39,5.37,8.2,4.85,3.88,6.07,5.82,5.95,4.59,9.38,5.62,7.76,8.05,14.63,12.35,6.8,6.71,10.35,8.13,6.09,8.16,8.22,8.35,8.64,12.14,10.05,11.01,7.23,8.76,9.57,10.16,11.15,10.18,12.57,10.39,9.58,6.32,7.13,4.64,5.85,7.24,5.97,9.55,8.02,3.25,3.72,6.89,1.89,6.28,3.64,3.93,7.71,6.6,7.48,6.35,5.65,4.29,4.7,3.58,4.75,3.88,3.24,6.6,4.12,7.23,5.49,2.67,5.77,4.46,6.33,3.64,5.96,6.03
2022-07-23,10.58,12.45,6.95,10.51,7.35,9.43,8.82,9.83,11.75,9.69,8.81,11.85,9.58,12.5,17.52,15.87,8.74,8.33,13.96,11.97,10.5,11.04,13.22,12.39,13.49,15.8,13.42,14.86,12.35,12.72,13.36,14.02,15.27,14.97,16.13,14.28,13.04,11.34,11.16,7.07,8.57,11.54,8.95,13.34,11.14,4.76,6.19,9.74,3.06,5.08,5.92,8.1,9.79,9.38,8.24,8.0,7.03,5.51,7.08,4.72,5.45,4.55,3.89,7.01,3.26,8.98,7.65,3.94,6.29,7.43,6.34,6.44,11.1,7.7
2022-07-30,10.29,9.1,7.05,9.67,7.7,3.44,8.28,7.71,7.25,5.95,11.16,9.1,11.38,9.05,14.51,12.28,7.53,8.9,8.47,10.17,10.11,8.98,9.23,8.51,12.39,11.99,9.84,8.89,7.6,8.28,11.78,8.3,10.55,8.3,11.11,7.54,8.57,8.62,9.91,6.36,8.93,9.14,8.79,6.19,6.02,4.07,5.16,6.67,4.24,8.19,6.65,6.22,8.88,11.27,9.31,9.67,8.45,7.14,5.85,7.46,8.71,6.56,5.79,9.67,5.81,9.62,9.08,6.72,9.41,6.14,9.02,7.55,7.79,8.52
2022-08-06,10.24,9.07,5.82,8.66,7.26,4.62,7.89,7.09,8.39,7.3,9.45,8.11,9.12,8.76,13.09,10.32,5.29,7.49,6.04,8.65,10.22,7.59,7.93,6.58,10.94,11.19,8.24,7.57,5.95,6.56,11.59,6.1,11.04,6.09,9.62,4.13,6.6,8.14,8.6,5.58,8.29,9.19,8.34,3.04,3.97,1.18,1.73,3.37,1.05,9.3,8.31,10.32,11.79,14.27,10.21,10.87,9.74,8.3,7.14,7.86,9.79,7.7,8.22,11.74,5.86,10.04,9.85,5.95,8.88,6.99,10.98,7.44,8.78,9.42
2022-08-13,8.05,7.78,5.71,8.28,6.71,6.1,8.49,7.05,7.75,6.65,8.49,7.07,6.89,7.48,12.06,9.69,4.67,5.01,5.15,7.54,8.56,5.92,6.09,5.16,9.02,9.89,6.64,7.49,5.95,6.08,9.77,6.19,10.27,6.45,9.14,5.02,7.02,7.74,7.31,3.85,6.95,7.97,7.23,1.41,2.63,1.52,2.18,3.98,1.96,7.27,4.62,5.73,8.78,10.25,8.14,9.5,5.95,6.47,4.94,5.89,7.16,5.2,6.26,8.51,3.33,7.67,6.79,3.24,7.01,4.87,7.53,5.46,7.15,6.89
2022-08-20,10.46,11.22,8.35,10.14,9.52,7.35,9.86,9.28,9.75,7.23,10.54,10.8,10.83,9.9,14.4,12.31,8.18,9.22,9.96,10.1,11.83,8.84,6.25,9.52,12.37,12.79,10.25,11.09,7.88,8.79,12.92,9.7,12.91,9.7,12.56,7.94,9.38,10.95,12.14,7.82,10.48,9.73,10.67,5.34,7.08,3.61,5.2,7.46,4.97,5.98,6.79,7.03,9.37,8.57,8.15,8.81,6.66,6.81,7.94,5.87,7.97,6.68,7.43,8.08,4.79,9.12,8.4,4.93,7.94,6.18,7.61,7.94,9.01,8.01
2022-08-27,13.6,8.66,10.06,10.78,11.31,6.36,10.72,10.11,8.34,7.3,13.81,8.79,12.68,7.31,13.57,8.96,9.89,8.67,9.2,8.65,11.48,8.27,7.45,9.5,12.17,8.97,8.28,9.86,4.37,6.57,12.27,7.32,10.28,7.87,11.09,8.46,7.48,9.79,11.7,7.77,10.61,7.0,10.74,4.17,5.67,3.83,4.89,8.76,4.89,11.24,8.73,8.18,8.82,12.01,11.37,12.73,8.82,9.42,7.51,8.64,12.37,10.41,11.96,10.71,8.03,11.26,10.89,9.93,10.51,7.29,9.95,10.79,9.28,10.31
2022-09-03,17.32,11.94,13.8,13.4,14.73,6.28,13.83,12.72,11.27,10.06,17.8,8.01,16.12,9.96,15.71,12.42,13.28,11.33,11.13,10.78,12.8,10.86,8.39,10.94,13.9,11.63,10.94,12.56,8.61,9.3,13.72,10.42,12.26,10.55,12.55,10.68,10.37,11.71,14.82,10.44,13.18,8.77,13.49,7.74,9.43,7.08,10.15,12.87,10.73,14.22,11.2,10.21,10.48,14.14,14.05,16.54,12.5,11.88,9.78,12.48,15.31,14.07,15.22,14.7,12.52,15.71,13.51,13.47,14.24,11.5,17.14,15.45,13.2,13.51
2022-09-10,19.97,13.5,15.24,15.32,16.01,11.94,15.41,14.57,15.78,14.65,20.41,8.45,17.41,11.46,15.31,14.14,13.69,13.54,11.88,12.07,15.13,12.33,9.29,11.75,15.03,13.99,11.79,13.35,5.7,12.45,15.83,10.66,14.58,11.09,13.52,9.69,11.78,12.83,16.76,10.98,11.74,9.15,14.26,5.03,7.34,7.68,10.84,11.37,14.96,21.22,20.06,19.3,19.0,22.62,21.5,23.81,21.59,19.8,17.27,19.69,23.45,21.98,23.1,21.67,16.87,21.37,18.63,18.27,19.86,15.82,21.42,20.6,17.67,19.71
2022-09-17,20.97,17.03,16.68,18.02,18.33,18.07,18.14,17.72,19.66,19.0,21.39,10.4,18.73,14.9,18.35,15.85,15.06,14.87,15.08,14.43,16.48,14.68,11.28,17.36,17.22,16.13,14.16,16.26,9.93,15.02,18.08,12.86,16.75,14.45,16.47,13.24,15.43,15.4,18.1,11.98,11.48,11.55,15.73,10.68,12.63,9.48,10.4,14.6,10.93,20.93,17.92,18.0,19.18,21.53,20.12,21.39,21.13,19.21,17.52,19.09,22.64,20.67,21.45,21.94,16.76,23.04,20.4,18.48,20.46,18.83,21.42,20.46,21.53,19.59
2022-09-24,18.12,18.52,18.73,18.5,18.45,17.81,19.53,18.16,19.19,18.41,20.88,8.17,14.62,7.51,12.49,8.39,7.78,10.32,7.46,7.46,12.02,7.37,4.4,8.71,12.88,7.75,6.18,8.85,3.86,7.39,10.94,5.26,9.16,6.08,8.5,5.25,7.68,18.09,15.69,12.5,12.25,15.14,17.39,4.14,6.98,2.85,2.79,7.86,2.39,16.46,16.01,16.36,18.71,20.64,20.02,18.46,18.38,16.56,16.45,16.31,20.21,17.62,18.43,16.65,11.99,17.97,14.87,14.01,15.01,17.01,17.01,17.01,19.71,15.91
2022-10-01,28.71,23.73,23.51,22.95,24.24,21.61,24.31,24.27,25.42,24.28,24.32,13.91,19.74,11.09,14.18,10.59,8.08,16.62,8.34,10.0,18.38,8.69,9.37,8.61,17.19,10.21,8.0,10.76,5.91,9.59,16.07,6.39,11.74,7.31,10.22,6.93,8.62,18.72,20.38,14.97,17.92,18.11,19.81,6.1,8.09,4.63,5.35,9.08,4.46,16.83,16.87,17.95,20.85,23.05,20.59,19.97,20.55,18.85,18.81,18.11,21.29,19.16,18.93,20.13,18.27,26.71,20.91,22.37,22.79,22.15,19.89,26.8,26.8,19.94
2022-10-08,9.36,7.17,6.27,8.46,8.61,9.78,8.36,6.46,10.3,11.34,9.47,4.33,12.21,8.5,13.69,9.69,11.42,9.2,9.97,7.78,10.33,7.42,6.54,13.8,10.5,9.12,6.82,10.67,2.22,9.07,10.9,7.59,8.39,8.1,10.58,7.14,8.07,6.25,10.97,4.8,9.06,6.55,8.15,4.47,6.33,3.04,3.66,7.35,3.84,18.14,17.16,18.23,20.15,20.08,20.7,19.32,18.26,16.72,17.27,18.66,19.79,19.56,20.17,14.91,10.65,12.61,12.44,12.53,11.49,13.18,17.94,12.86,12.97,14.6
2022-10-15,9.02,5.79,5.69,6.36,6.89,8.22,7.02,5.41,8.36,8.07,9.24,1.93,11.13,6.79,11.62,8.13,13.16,8.0,7.44,5.78,7.86,5.4,4.1,13.32,8.22,6.89,5.15,8.19,1.31,7.19,8.46,5.66,6.26,5.69,7.42,4.11,6.72,4.73,9.0,3.14,6.51,4.26,6.62,2.29,4.98,2.67,3.57,7.34,3.95,16.92,16.34,17.74,19.44,19.92,18.64,18.4,17.24,15.39,16.21,18.54,17.36,18.44,18.42,12.64,11.94,9.81,8.95,12.69,10.34,10.18,15.2,10.94,11.08,11.62
2022-10-22,12.95,12.08,10.03,11.36,12.78,13.92,13.35,12.33,15.84,16.44,12.25,2.57,10.49,6.73,11.95,8.81,9.99,7.57,7.84,6.09,8.07,6.45,4.13,10.64,9.26,7.04,6.22,8.14,2.4,7.31,8.85,5.82,6.35,6.42,8.15,5.59,6.68,9.13,7.64,5.82,6.5,6.56,9.4,2.87,6.03,4.32,4.39,7.3,4.19,20.18,15.53,16.46,18.91,20.11,21.31,20.29,21.78,18.44,16.57,20.09,22.46,19.26,22.75,18.92,13.43,15.13,14.74,14.93,15.33,15.22,21.58,15.62,18.35,17.6
2022-10-29,12.09,7.05,6.97,6.87,9.03,10.18,8.15,6.92,10.42,12.38,11.76,2.02,11.88,7.1,11.88,7.56,13.61,9.18,8.3,5.86,8.23,6.31,3.77,14.1,9.25,6.92,5.15,8.76,0.12,7.89,9.1,5.88,6.52,6.23,8.32,4.48,7.51,5.48,8.06,3.61,6.96,4.52,6.25,2.96,5.46,1.86,2.51,4.28,3.2,22.36,19.73,21.19,23.62,25.28,24.81,24.1,24.56,20.8,18.81,23.32,24.8,21.18,24.89,18.43,13.91,13.21,14.28,13.83,14.36,15.02,20.7,14.4,14.16,18.28
